Client ID,Password ,Name,Age,,
IND22142,7164,Susan Cole,74,,
IND32126,8042,Juan Rose,19,,
IND55096,6065,Ernest Fernandez,63,,
IND62447,7634,Nicholas Ward,63,,
IND68508,6561,Ruby Robinson,78,,
IND69834,4711,Amy Webb,70,,
IND45589,2740,Craig Ryan,77,,
IND64345,4596,Sara Phillips,84,,
IND77099,7972,Ann Oliver,47,,
IND23075,5148,Keith Smith,80,,
IND95786,2445,George Medina,37,,
IND30950,2650,Gerald Griffin,44,,
IND22467,5601,Joseph Austin,42,,
IND61104,2514,Anne Richards,75,,
IND31340,4803,Louis Rodriguez,57,,
IND97227,7965,Henry Roberts,54,,
IND51772,2567,Lillian GoPKRalez,22,,
IND97733,7761,Katherine Lawson,47,,
IND94420,3593,Judith Jacobs,80,,
IND23132,8523,Arthur Ramos,48,,
IND37935,3031,Thomas Palmer,76,,
IND82385,2896,Phillip Kennedy,78,,
IND70540,4288,Daniel Jordan,55,,
IND64051,6775,Ruth Stone,82,,
IND29216,8063,Rebecca Owens,53,,
IND50658,2586,Phillip Ryan,69,,
IND98869,6447,Kevin Ward,54,,
IND26568,7883,Cynthia Perkins,41,,
IND21009,7536,Charles Bryant,40,,
IND21838,7163,Andrew Cox,42,,
IND17701,2697,Brian Ramos,73,,
IND95185,7111,Jimmy Willis,54,,
IND99321,3393,Mary Jenkins,25,,
IND93185,8081,Robin Brown,38,,
IND43584,3550,Brian Powell,42,,
IND19265,4059,Dorothy Reyes,85,,
IND81391,6005,Ruby GoPKRalez,62,,
IND31357,7648,Juan Cole,38,,
IND73056,5327,Bobby Flores,76,,
IND70935,3873,Denise Murray,41,,
IND52716,2980,Jeremy Morris,38,,
IND22605,6057,Carol Carpenter,36,,
IND55690,4229,Diane Lewis,37,,
IND13395,6069,Kenneth Clark,25,,
IND51390,5178,Amy Gomez,83,,
IND45563,2744,Ralph Weaver,66,,
IND39191,3197,Lawrence Ruiz,26,,
IND15088,6087,Betty Davis,56,,
IND36682,5294,Terry Lee,24,,
IND52986,7276,Virginia Edwards,27,,
IND61440,3431,Eric Jordan,47,,
IND99015,2504,Willie Garcia,81,,
IND54373,5161,Carlos Marshall,34,,
IND87901,6608,Justin Alvarez,25,,
IND64411,8790,Shirley Olson,53,,
IND51179,4306,Gloria Hall,83,,
IND74150,6391,Joshua Porter,58,,
IND71806,7417,Evelyn Davis,26,,
IND92305,8436,Arthur Vasquez,60,,
IND50530,7204,Eugene Myers,51,,
IND23766,8158,Denise Campbell,75,,
IND51999,5129,Justin Murphy,22,,
IND74286,6983,Pamela Nichols,80,,
IND96410,2453,Debra Montgomery,51,,
IND19975,5138,Judy Myers,47,,
IND33502,3281,Brandon Harris,68,,
IND66341,4435,Bobby Watkins,75,,
IND70050,2752,Ralph Sullivan,33,,
IND96601,5891,Heather Patterson,78,,
IND95215,2663,Irene Willis,62,,
IND77741,3527,Gerald Richards,57,,
IND80280,5305,Tammy Brooks,68,,
IND41934,4122,Dennis Baker,45,,
IND90650,3818,Irene Reynolds,32,,
IND94273,4655,Eric Castillo,74,,
IND44029,7027,Matthew Rodriguez,52,,
IND45063,5823,Eric Reynolds,75,,
IND70183,2465,Jesse Lane,82,,
IND35875,8082,Joe Freeman,72,,
IND75766,8230,Willie Wagner,47,,
IND52274,4694,Jesse Peterson,72,,
IND25512,4562,Arthur Snyder,23,,
IND85958,3565,Gary Hunt,52,,
IND24266,3526,Jack Spencer,20,,
IND19846,2590,Lois Griffin,18,,
IND93267,3723,Clarence Chavez,52,,
IND80594,5486,Ann Hernandez,36,,
IND80690,8161,Joe Mason,82,,
IND13801,8129,Ashley Coleman,19,,
IND80847,3034,Brandon Tucker,63,,
IND56469,7704,Peter Sanchez,51,,
IND96719,4215,Robin Woods,50,,
IND69161,6933,Ronald Turner,20,,
IND63563,6071,Jacqueline Jacobs,85,,
IND33616,3288,Aaron Vasquez,63,,
IND61446,5577,Lisa Fernandez,69,,
IND71063,8220,Jennifer Cox,22,,
IND41653,8737,Christopher Reynolds,50,,
IND82371,7591,Terry Black,60,,
IND75420,7371,Janice Gray,73,,
IND95008,4491,Clarence Murray,43,,
IND56438,5335,Jane Reynolds,52,,
IND62378,6994,Christina Hunt,23,,
IND84180,6284,Nancy Mitchell,20,,
IND69349,7232,Benjamin Garza,17,,
IND65968,2671,Roy Hughes,77,,
IND83086,2494,Arthur Duncan,46,,
IND70927,8223,Donald Hanson,83,,
IND71808,4721,Mary Johnston,72,,
IND17448,7840,George Fowler,31,,
IND24125,8590,Scott Mitchell,61,,
IND96154,5169,Joan Ortiz,22,,
IND35689,7766,Cheryl Garrett,48,,
IND28975,4928,Nicholas Watkins,47,,
IND39526,6440,Tammy Kim,61,,
IND96775,6378,Larry Brooks,30,,
IND90131,7182,Stephen Carr,81,,
IND68422,3532,Alan Taylor,67,,
IND34367,3837,Johnny Richardson,72,,
IND56930,4939,Arthur Sullivan,71,,
IND47675,8831,Walter Arnold,25,,
IND91448,2418,Roger Hernandez,51,,
IND37820,3476,Harry Martin,65,,
IND25754,4320,Ruth Bailey,67,,
IND50610,5966,Howard Stephens,65,,
IND26467,7144,Thomas Welch,70,,
IND73333,7704,Gary Ellis,23,,
IND69547,2508,Terry Ray,34,,
IND14819,5562,Mark Ward,38,,
IND43846,3895,Carol Freeman,65,,
IND50683,2377,Gregory Mason,34,,
IND70906,3555,Paul Armstrong,26,,
IND57481,6760,Clarence Sullivan,79,,
IND59872,2449,Keith Ray,52,,
IND29699,3953,Roy Lee,45,,
IND74437,8207,Matthew GoPKRalez,28,,
IND72103,4156,Norma Washington,44,,
IND49677,6282,Thomas Peters,46,,
IND68590,2330,Larry Baker,60,,
IND42163,5886,Cynthia Wheeler,76,,
IND25041,5903,Lillian Jackson,59,,
IND32204,4872,Lori Marshall,27,,
IND94129,4331,Jerry Rogers,62,,
IND68054,4150,Roy Armstrong,44,,
IND98980,2841,Alan Wheeler,39,,
IND77041,8247,Teresa Kennedy,39,,
IND56058,4115,Charles Banks,43,,
IND89708,5714,David Howell,71,,
IND71190,4539,Wayne Baker,69,,
IND70757,3606,Benjamin Wheeler,46,,
IND15919,6618,Ann Harper,28,,
IND59154,7612,Susan Webb,45,,
IND25459,4465,Lawrence Powell,26,,
IND29817,7606,Anna Holmes,72,,
IND82819,4425,Sean Larson,69,,
IND48072,2830,Jacqueline Thompson,62,,
IND36436,8499,Laura Griffin,59,,
IND85558,7816,William Hernandez,20,,
IND21262,8278,Irene Wood,32,,
IND25060,6830,Kevin Cole,76,,
IND50748,2833,Jeffrey Martin,45,,
IND53747,6428,Ashley Howell,55,,
IND17734,3215,Mary Peters,33,,
IND92033,6697,Phillip Collins,58,,
IND52344,4899,Steven Greene,33,,
IND75455,4829,Juan Garcia,38,,
IND69891,8479,Michael Murphy,56,,
IND42851,5828,Nicholas Turner,18,,
IND74794,4450,Cynthia Hudson,76,,
IND55441,3150,Paul Welch,18,,
IND97245,8779,Jerry Fernandez,82,,
IND80718,3869,Jerry Hudson,61,,
IND60540,8268,Carl Reed,20,,
IND84388,4922,Louise Morrison,47,,
IND73711,6269,Frances Hunt,80,,
IND70721,6333,Sara Mason,36,,
IND91832,7923,Ernest Wood,67,,
IND95921,2895,Clarence Lawrence,80,,
IND94561,3905,Jose Sanders,34,,
IND38595,3714,Jose West,32,,
IND31346,7449,Timothy Fields,37,,
IND70209,4239,Carlos Ryan,33,,
IND27981,7540,Jeffrey Ramirez,43,,
IND79163,5945,Sarah Gray,66,,
IND59205,5430,Brian Owens,41,,
IND84529,5089,Angela Welch,67,,
IND63017,3122,Gregory Roberts,32,,
IND24293,4843,Christine Black,61,,
IND94962,4344,Amanda Davis,54,,
IND35866,2316,Chris Barnes,52,,
IND55044,4082,Charles Rose,24,,
IND94695,5867,Ralph Burns,52,,
IND28537,7719,Christine Mason,63,,
IND85021,7263,Judy Fuller,29,,
IND29986,4907,Shawn Alvarez,25,,
IND86878,3009,Paul Porter,59,,
IND60465,8424,Catherine Bryant,28,,
IND73125,5643,Karen Black,56,,
IND98233,5794,Elizabeth Adams,59,,
IND68679,3824,Patrick Lee,51,,
IND14562,5454,Albert Duncan,63,,
IND96926,3958,Christopher Garcia,72,,
IND40602,9000,Fred Woods,80,,
IND47214,4653,Martin Lawson,65,,
IND71720,6692,Jessica Austin,80,,
IND56484,2615,Nicole Scott,67,,
IND53058,7168,Earl Powell,46,,
IND95957,4434,Karen Thomas,62,,
IND38845,6690,Ronald Gutierrez,80,,
IND99278,2731,Stephen Watson,42,,
IND26586,7171,Carlos Armstrong,71,,
IND66416,6796,Brenda Jackson,80,,
IND38924,4954,Willie Shaw,39,,
IND36717,8823,Michelle Jenkins,75,,
IND73287,4905,Carlos Andrews,51,,
IND21305,8890,Benjamin Pierce,59,,
IND86054,6243,Lawrence Myers,22,,
IND94339,4954,Ryan Brooks,45,,
IND24875,4694,Anne Bennett,58,,
IND77399,6982,Steve Peterson,25,,
IND32150,2401,Betty Butler,36,,
IND22235,7625,Billy Oliver,71,,
IND89957,6435,Diane Davis,68,,
IND95344,8349,Martha Jenkins,23,,
IND60238,5447,Katherine Reynolds,42,,
IND63877,8031,Jimmy Watson,69,,
IND46444,9036,Todd Black,47,,
IND90967,5162,Carl Kim,57,,
IND62715,7556,Deborah Moore,50,,
IND22819,6542,Edward Hicks,81,,
IND30005,2737,Ronald Moreno,54,,
IND56267,2749,Phillip Green,53,,
IND90914,4299,Scott Phillips,24,,
IND12887,7940,Fred Armstrong,82,,
IND32576,8960,Laura Nguyen,22,,
IND64632,3974,Juan Howell,48,,
IND39451,7401,Albert Adams,84,,
IND93338,4818,Billy Fields,63,,
IND34903,6234,Richard Price,31,,
IND48107,7595,Jeffrey Hughes,46,,
IND52066,2870,Gary Griffin,30,,
IND13323,2576,Gary Wheeler,75,,
IND73501,7204,Eric Armstrong,52,,
IND33792,3257,Larry Young,36,,
IND74791,4535,William Mcdonald,60,,
IND27672,3692,Antonio Henderson,79,,
IND67115,5735,Gerald Moore,52,,
IND52289,4337,Sarah Burke,85,,
IND43149,8153,Earl Freeman,56,,
IND72913,6520,Juan Austin,20,,
IND14852,4310,Cynthia Snyder,46,,
IND68011,4565,Justin Lynch,50,,
IND91231,8802,Joshua Warren,59,,
IND14605,6311,Arthur Hanson,55,,
IND41281,2437,Judy Cruz,30,,
IND18810,5978,Mary Price,53,,
IND82994,5119,Gregory Jackson,71,,
IND91436,3564,Antonio Ferguson,45,,
IND26113,2629,Phillip Mcdonald,66,,
IND52376,7173,Scott Hart,80,,
IND39963,5522,Todd Torres,83,,
IND69382,9077,Barbara Rice,22,,
IND42846,5204,George Martinez,45,,
IND84870,7448,Larry Ramirez,85,,
IND66083,3437,Doris Griffin,49,,
IND79353,3042,Amy Mills,58,,
IND32172,8005,Joyce Stevens,83,,
IND81046,7100,Earl Alexander,36,,
IND32055,6275,David Little,18,,
IND77434,4572,Mary Lawrence,80,,
IND21979,8879,John Snyder,39,,
IND93882,8882,Mark Long,51,,
IND68640,6806,Steve Kennedy,73,,
IND26629,3075,Joe Gordon,51,,
IND19405,9071,Earl Ortiz,84,,
IND63706,3490,Charles Hicks,64,,
IND32364,5956,Cynthia Jones,83,,
IND13011,8753,Aaron Turner,20,,
IND99653,6440,Phillip Fox,51,,
IND76462,6260,Gloria Carpenter,70,,
IND42541,5603,Carlos Cook,24,,
IND33915,4998,Jack Willis,69,,
IND79409,3004,Timothy Hunter,34,,
IND31656,5216,Anna Murray,26,,
IND78167,2874,Katherine Howell,38,,
IND70365,8500,Billy Wagner,49,,
IND86656,8498,Albert Fox,49,,
IND31800,5132,Alan Cunningham,65,,
IND33945,5330,Craig Hudson,30,,
IND93906,6601,Patricia Carr,40,,
IND15455,6295,Juan Perez,50,,
IND94086,8211,Matthew Ross,18,,
IND60533,3591,Paul Simmons,42,,
IND95299,3023,Brandon Nelson,62,,
IND52037,7960,Joe Harper,34,,
IND58836,7667,Samuel Anderson,73,,
IND52119,5864,Margaret Sullivan,18,,
IND47625,4649,Randy Harvey,80,,
IND85850,5080,Eric Thompson,24,,
IND44531,7846,Douglas Gomez,59,,
IND30404,6296,Samuel Peterson,73,,
IND66163,5173,Willie Lopez,27,,
IND17019,5858,Keith Fuller,70,,
IND50174,7725,Frank Howell,69,,
IND25709,3468,Patrick Perez,23,,
IND65408,2354,Eugene Allen,49,,
IND85664,3530,Anne Mason,65,,
IND16777,8653,Brandon Andrews,57,,
IND67420,7426,Sean Thompson,27,,
IND50127,7558,Amanda Burke,83,,
IND86179,6661,Gary Howard,48,,
IND85625,5188,Alan Cook,76,,
IND21371,4939,Timothy Larson,85,,
IND78463,6728,Linda Fisher,66,,
IND90097,4577,Douglas Russell,57,,
IND91317,4058,Marilyn Campbell,51,,
IND61281,7229,Kenneth Kelley,28,,
IND72001,4391,Justin Ryan,28,,
IND53908,7560,Stephen Perry,59,,
IND38662,7766,Wayne Fields,54,,
IND25143,4229,Thomas Burton,78,,
IND84955,2815,Roger Hamilton,62,,
IND60929,7618,Fred Lynch,36,,
IND76718,2758,Ronald Watson,38,,
IND17839,5908,Larry Gibson,52,,
IND70507,4060,Kathleen Carpenter,38,,
IND60309,8036,Charles Martin,23,,
IND57420,7675,Ronald Duncan,78,,
IND73620,8191,Robert Stewart,20,,
IND18821,5335,Kenneth Garcia,21,,
IND65162,2512,Keith Hansen,18,,
IND78069,3048,Daniel Fields,75,,
IND15365,5553,Andrew Diaz,28,,
IND29462,4032,Ruby Willis,85,,
IND22756,8072,Rose Howard,59,,
IND83694,3990,Pamela Carpenter,26,,
IND35322,6755,Teresa Lawson,36,,
IND55869,8293,Terry Flores,81,,
IND56377,5481,Brian Robinson,31,,
IND15988,4979,Rebecca Harvey,41,,
IND73374,8034,Rose Howell,81,,
IND21502,3211,Tina Young,36,,
IND29427,8838,Katherine Hudson,45,,
IND71580,3755,Kathy Gilbert,27,,
IND91691,5667,Eric Thompson,50,,
IND45315,6870,Marilyn Rivera,22,,
IND93375,7306,Harry Medina,83,,
IND20160,7154,Betty Bennett,83,,
IND21443,2883,Carlos Lopez,82,,
IND76903,6139,Aaron Hawkins,38,,
IND33223,8574,Judy Burton,62,,
IND31198,7106,Scott Lawrence,81,,
IND81185,8622,Terry Gibson,27,,
IND78244,7490,Gerald Bowman,55,,
IND34087,5321,Annie Lee,61,,
IND35800,6081,Cynthia Rogers,28,,
IND67659,7626,Michael Owens,27,,
IND52398,6762,Cynthia Jones,66,,
IND70396,6943,Ralph Harvey,82,,
IND72422,6151,Roy Hernandez,26,,
IND67727,2578,Steve Woods,74,,
IND94062,7703,Kelly Richards,29,,
IND16568,4484,Peter Adams,34,,
IND42280,7309,Aaron Jordan,43,,
IND55262,5213,Willie Sullivan,74,,
IND24725,8408,Antonio Owens,24,,
IND41923,8162,Ronald Reynolds,76,,
IND98787,5356,Roy George,53,,
IND34623,5347,Joyce Sanders,63,,
IND99131,8645,Brenda Wright,19,,
IND65458,6960,Jesse Matthews,19,,
IND96867,6929,Keith Mason,45,,
IND31097,8452,Michael Carroll,25,,
IND71984,7813,Ruby Stewart,63,,
IND19583,5304,Fred Reyes,46,,
IND26127,7822,Jacqueline Hill,56,,
IND15735,3181,Bobby Lee,77,,
IND35589,2672,Judy Lawrence,85,,
IND48252,4092,Edward Fowler,81,,
IND28622,6185,Ryan Smith,81,,
IND26976,6780,Nicholas Rodriguez,47,,
IND55010,7955,Judith Dixon,56,,
IND27334,8798,Joyce Castillo,60,,
IND88663,2431,Juan Ramirez,72,,
IND51758,8117,Howard White,34,,
IND87441,3852,Harry Thomas,28,,
IND68843,8358,Johnny Bennett,22,,
IND94313,2534,Gloria Gibson,18,,
IND15955,6619,Victor Williams,21,,
IND98364,4744,Amy White,52,,
IND85031,6069,Philip Nelson,77,,
IND95645,5316,Anne Johnson,47,,
IND59038,2711,Phillip Long,62,,
IND24649,4313,Lisa Phillips,46,,
IND73983,8181,Jack Richardson,39,,
IND60147,7600,Joe Carroll,61,,
IND43511,6612,Diana Wilson,59,,
IND21887,5443,Ruby Butler,28,,
IND77252,6689,George Alexander,55,,
IND87256,5015,Kelly Burton,75,,
IND48208,3405,Jerry Mitchell,54,,
IND33951,4393,Lori Lopez,82,,
IND71913,6282,Steve Hill,66,,
IND32579,7461,Larry Arnold,28,,
IND96364,7272,Patricia George,49,,
IND84055,4578,Roger Mitchell,71,,
IND59380,8695,Sharon Wilson,53,,
IND28522,8821,Raymond Mccoy,17,,
IND80461,5243,Sarah Andrews,48,,
IND62950,7759,Alan Wallace,60,,
IND88639,4195,Anthony Oliver,17,,
IND64775,6492,Jonathan Medina,73,,
IND58749,5331,John Moreno,46,,
IND63712,4973,Joshua Gray,58,,
IND38974,6897,Daniel Garcia,55,,
IND27949,7598,Robin Watkins,20,,
IND48913,4542,Philip Jackson,49,,
IND38755,6111,Patrick Sullivan,62,,
IND36748,4764,Thomas Gomez,26,,
IND25425,5654,Harold Matthews,35,,
IND18504,5360,Stephen Kim,21,,
IND90888,7832,Michael Reed,41,,
IND19493,5448,Sharon Lee,78,,
IND31435,5901,Juan Torres,67,,
IND72147,7041,Helen Harrison,72,,
IND86610,5524,Emily Arnold,84,,
IND21504,6953,Margaret Romero,70,,
IND79743,6489,Harry Fields,18,,
IND48435,9022,Kimberly Ortiz,35,,
IND78342,3267,Roy Stewart,73,,
IND44023,7017,Amy Hawkins,67,,
IND40901,8532,Gary Mccoy,85,,
IND13219,7341,Jeffrey Carroll,29,,
IND48902,5418,Anthony Morris,72,,
IND34748,2414,Anthony Berry,71,,
IND33562,5904,Mark Vasquez,17,,
IND75139,6875,Sean Robinson,71,,
IND27653,8371,Terry Harrison,36,,
IND64098,4107,Bobby Adams,66,,
IND70565,8676,Craig Hansen,42,,
IND48103,7159,Pamela Simmons,50,,
IND53609,6249,Ralph Johnston,25,,
IND86089,7180,Tammy Harrison,66,,
IND76695,8395,Michelle Stephens,19,,
IND97632,3313,Karen Simpson,65,,
IND72949,7520,Robert Harrison,20,,
IND70877,5645,Antonio Weaver,49,,
IND15767,3324,Nicholas Vasquez,56,,
IND97246,4694,Eugene Sanchez,23,,
IND33304,8596,Rebecca Burke,29,,
IND71718,4607,Matthew Wheeler,41,,
IND39571,8011,Walter Andrews,38,,
IND56175,3151,Rose Holmes,78,,
IND87362,6943,Philip Little,79,,
IND51423,3261,Sarah Schmidt,18,,
IND46502,3312,Peter Simmons,79,,
IND44199,6008,Maria Robertson,54,,
IND31246,6060,Katherine Williams,83,,
IND80498,6827,Ryan Hernandez,26,,
IND49142,3024,Kathryn Rose,81,,
IND50904,5230,Christopher GoPKRales,57,,
IND76572,4576,Judy Black,66,,
IND32423,3868,Arthur Bell,44,,
IND38977,3905,Eugene Brown,77,,
IND41707,3955,Kimberly Nelson,77,,
IND70193,2750,Shirley Jenkins,70,,
IND87876,6404,Scott Sanders,70,,
IND47890,5211,Adam Thompson,41,,
IND35744,3314,Alice Watson,75,,
IND47623,3158,Ann Stephens,73,,
IND36468,7575,Katherine Gardner,20,,
IND56605,2926,Peter Chapman,56,,
IND30713,2825,Lillian Harris,34,,
IND21229,9025,Jason Harvey,61,,
IND87062,4008,Lisa Barnes,59,,
IND99910,2809,Justin Ferguson,85,,
IND37041,6433,Antonio Gilbert,19,,
IND52657,4632,Kathleen Mitchell,55,,
IND38321,2870,Jeffrey Shaw,44,,
IND43916,5081,Carlos Black,36,,
IND46447,6419,Gerald Cooper,45,,
IND84755,3610,Carolyn Holmes,78,,
IND45303,8173,Nicole Hall,33,,
IND84825,8507,William Holmes,56,,
IND22385,4153,Bruce Day,41,,
IND57724,5385,Jeremy Woods,74,,
IND96098,3752,Eric Sullivan,38,,
IND45192,4339,Richard Gibson,76,,
IND87243,4999,Ralph Long,28,,
IND47130,8783,Daniel Stewart,56,,
IND35064,6744,William Griffin,81,,
IND91327,8063,Donald Howell,69,,
IND31787,8169,Jane Cruz,42,,
IND73969,6146,Laura Ellis,53,,
IND45185,2726,Andrew Rivera,58,,
IND73287,6727,Stephanie Grant,44,,
IND70814,4004,Theresa Cooper,78,,
IND24037,7334,Jesse George,18,,
IND15396,8102,Samuel Young,30,,
IND23636,6748,Brandon Patterson,59,,
IND46502,5355,Mildred Willis,45,,
IND26451,5510,Daniel Burke,20,,
IND66679,8371,Maria Larson,55,,
IND65897,2499,Juan Lopez,53,,
IND52886,4110,Jonathan Pierce,20,,
IND66931,2647,Brian Kelley,41,,
IND50563,5148,Daniel White,31,,
IND82494,4347,Larry Mcdonald,21,,
IND32752,7882,Ralph Greene,30,,
IND60228,3408,Carlos Day,73,,
IND31493,3705,Alice Peterson,43,,
IND16745,2786,Phillip Snyder,22,,
IND96019,8023,Raymond King,65,,
IND31862,2931,Aaron Harvey,82,,
IND91417,6740,Eric Evans,40,,
IND21808,7978,Timothy Washington,47,,
IND72909,8262,Janet Martinez,33,,
IND59364,2883,Russell Hanson,70,,
IND68800,4821,Jimmy Thompson,71,,
IND19308,3389,Catherine Garrett,53,,
IND50968,7284,Amanda Hill,82,,
IND60474,4705,Jeremy Sullivan,80,,
IND19117,4072,Robert Peters,66,,
IND66918,2916,Jean Richards,82,,
IND59407,3146,Larry Kelley,42,,
IND40471,5238,Clarence Reed,78,,
IND85041,7360,Diana Smith,43,,
IND48176,8580,Wanda Morris,48,,
IND37683,3142,Billy Burke,52,,
IND99006,6398,Jeremy Ray,64,,
IND38675,2590,Victor Martin,58,,
IND83783,7117,Carl Peters,30,,
IND88284,2374,Timothy Diaz,36,,
IND21526,3077,Jimmy Berry,59,,
IND70008,4216,Joseph Morris,34,,
IND90240,5475,Juan Garza,25,,
IND51766,2850,Doris Clark,27,,
IND29470,6213,Jean Wallace,44,,
IND23054,2875,Virginia Harper,19,,
IND59974,3202,Joshua Phillips,65,,
IND65635,3087,Peter Jones,84,,
IND65600,8901,Paula Wheeler,48,,
IND53125,6868,Judith Day,48,,
IND13509,3324,Louis Schmidt,78,,
IND95651,8076,Brian Richardson,33,,
IND63200,3497,David Harris,51,,
IND81613,8579,Michael Ramirez,29,,
IND60956,5852,Jessica Martin,39,,
IND13711,2829,Lawrence Williamson,37,,
IND62222,4336,Kevin Little,44,,
IND59714,2402,Janet Castillo,49,,
IND48103,8104,George Jones,71,,
IND47424,2916,Diane James,29,,
IND84942,5195,Beverly Armstrong,30,,
IND79115,6323,Ashley Robertson,84,,
IND98898,3048,Jerry Morrison,77,,
IND27181,7789,Phillip Cox,43,,
IND33470,3860,Anthony Stephens,49,,
IND67270,5510,Cynthia Roberts,69,,
IND42900,7705,Lawrence Morgan,84,,
IND54363,8044,Walter Stanley,18,,
IND46401,4626,Harry Ryan,81,,
IND29266,8071,Mark Shaw,53,,
IND88950,3240,Russell Peterson,51,,
IND54504,3175,Russell Thompson,33,,
IND90241,4666,Anna Cole,30,,
IND49190,3425,Paula Shaw,30,,
IND33984,4445,Frank Marshall,35,,
IND51947,4286,Jonathan Bryant,74,,
IND97419,4901,Justin Rice,81,,
IND50993,4972,Joe Moore,60,,
IND67880,2903,Patricia Elliott,35,,
IND29107,8976,Catherine Jackson,29,,
IND38710,2697,Anna West,26,,
IND18498,4965,Brian Garza,61,,
IND26008,5198,Jesse Day,58,,
IND69939,7838,Johnny Coleman,37,,
IND17524,4858,Frank Alvarez,66,,
IND62351,8004,Billy Turner,38,,
IND62889,8938,Timothy Richards,61,,
IND88021,6074,Paula Hawkins,40,,
IND36235,4757,Martin Carpenter,41,,
IND71573,3196,Aaron Stephens,45,,
IND35926,4621,Ralph Young,55,,
IND13753,7107,Norma Stone,26,,
IND46745,4619,Shawn Simmons,54,,
IND86610,4238,Tammy Pierce,36,,
IND47886,2389,Billy Schmidt,82,,
IND90885,7440,Ronald Austin,30,,
IND22904,8585,Todd Peters,80,,
IND82060,2722,Thomas Jones,69,,
IND49261,7775,Charles Powell,76,,
IND57999,6207,Doris Hill,65,,
IND54797,4175,Eugene Scott,79,,
IND33629,2652,Larry Pierce,50,,
IND74667,3192,Raymond Murphy,81,,
IND13486,7208,Annie Henderson,20,,
IND27626,3525,Samuel Fowler,47,,
IND94410,6702,Carlos Rogers,44,,
IND63836,5402,Matthew Garza,77,,
IND78028,3853,Ronald Walker,43,,
IND22081,9075,James Stone,26,,
IND93388,6700,Victor Hill,52,,
IND54286,6234,Ernest Stewart,31,,
IND78943,8410,Joe Miller,54,,
IND36951,3319,Howard White,53,,
IND17798,6704,Kenneth Perez,84,,
IND46044,8618,Ralph Robertson,25,,
IND43480,3842,Sandra Sims,28,,
IND83407,6002,Margaret Rivera,69,,
IND80089,5184,Charles Day,33,,
IND63136,6378,Jack Scott,71,,
IND14347,5408,Adam Fuller,25,,
IND38794,7689,Irene Parker,37,,
IND19657,2767,Heather Ryan,60,,
IND62031,2687,Bobby Reid,67,,
IND62007,5077,Paul Meyer,24,,
IND47000,7282,Victor Stephens,24,,
IND88064,4362,Marilyn Washington,27,,
IND36864,4852,Rebecca Hanson,57,,
IND56480,2974,John Bennett,56,,
IND66163,8953,Shawn Myers,79,,
IND44689,8752,Stephen Watkins,46,,
IND59059,4170,Michael Rodriguez,17,,
IND73185,3916,Harold Crawford,75,,
IND50404,8014,Ruby Evans,71,,
IND98223,7246,Jack Gardner,17,,
IND76462,4634,James Collins,78,,
IND33553,6159,Walter Banks,52,,
IND65980,6858,George Watkins,17,,
IND33495,3632,Richard Wilson,78,,
IND84144,3329,Douglas Olson,76,,
IND67150,2953,Nicholas Larson,23,,
IND79483,3099,Terry Stewart,25,,
IND21788,8020,Stephanie Morris,33,,
IND54719,3037,Lois Elliott,78,,
IND21106,7885,Willie Richards,77,,
IND30260,5380,Carol Jones,36,,
IND53757,2622,Samuel Nichols,50,,
IND65418,5431,Karen Black,42,,
IND40870,4415,Keith White,26,,
IND99607,4003,Sean Pierce,69,,
IND93836,4863,Kevin Matthews,51,,
IND97223,3835,Deborah Diaz,28,,
IND35919,6983,Joshua Moreno,47,,
IND39837,7928,Denise Carpenter,78,,
IND81606,7865,Sean Flores,27,,
IND30766,5651,Carlos Moreno,33,,
IND41873,7075,Andrew Moore,42,,
IND99374,5423,Irene Thomas,21,,
IND42481,4179,Christopher Diaz,24,,
IND13907,7838,Victor Moreno,29,,
IND79745,6339,Billy Hall,38,,
IND45732,7084,Ernest Montgomery,22,,
IND45344,3334,Brian Cook,71,,
IND64096,6404,Wanda Wagner,39,,
IND37064,5111,Lawrence Watkins,66,,
IND46886,8561,Anna Jordan,65,,
IND94600,4815,Mark Richards,61,,
IND42408,7560,Jeffrey Cook,72,,
IND95576,3258,Beverly Black,44,,
IND87787,2364,Mary Berry,54,,
IND44084,6190,Ann Spencer,65,,
IND86710,2384,Benjamin Schmidt,24,,
IND43909,3607,Paula Robinson,32,,
IND20927,3814,Jack Richardson,23,,
IND57563,6202,Roy Lane,39,,
IND17254,8432,Johnny Gray,69,,
IND98826,2981,Marie Fuller,83,,
IND76028,2916,Walter Sanchez,19,,
IND41655,6792,Lawrence Rose,30,,
IND75932,7497,William Carroll,33,,
IND86705,7216,Timothy Carpenter,50,,
IND79787,8323,Brian Rose,78,,
IND62595,5432,Phillip Weaver,60,,
IND25773,7050,Virginia Richardson,30,,
IND46155,5437,Randy Kim,22,,
IND96756,3111,Jack Allen,71,,
IND85245,7784,George Young,18,,
IND21386,6017,Jason Cunningham,83,,
IND65402,6596,Fred Rivera,29,,
IND42622,5239,Joyce Nelson,56,,
IND83775,3102,Carl Thompson,65,,
IND14543,2925,Peter Perry,28,,
IND54095,6985,Ruth Murphy,29,,
IND19003,2343,Anthony Alexander,23,,
IND86759,6669,Douglas Washington,76,,
IND56173,7981,Barbara Lynch,66,,
IND61687,6052,Jonathan Peterson,58,,
IND57908,3661,Sean Hall,74,,
IND69220,7409,Harold Hanson,79,,
